Direction,Date,Boarding Stop,Alighting Stop,Passengers
North,25/03/2026,Broadbeach South station,Surfers Paradise,2
North,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Twenty Fifth Avenue,1
North,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Tugun Beach shops,3
North,25/03/2026,Broadbeach South station,Highfield Dr near Breakwater Road,2
North,25/03/2026,Musgrave St at Coyne Street,Broadbeach South station,13
North,25/03/2026,Musgrave St at Coyne Street,Gold Coast Hwy at Tallebudgera Tourist Park,2
North,25/03/2026,Twin Towns Services Club,Musgrave St at Kirra shops,17
North,25/03/2026,Twenty Seventh Avenue,Gold Coast Hwy at Miami Hotel,4
North,25/03/2026,Musgrave St at Kirra shops,Gold Coast Hwy at Palm Beach Police Station,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Golden Four Dr at North Kirra Beach,2
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Golden Four Drive at St Monica's Catholic Church,2
South,25/03/2026,"Broadbeach South station, stop A",Burleigh Heads National Park,1
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Teemangum St at Kropp Park,1
South,25/03/2026,Golden Four Dr at Bilinga Beach SLSC,Wharf St at Tweed Mall,1
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Cahill Street,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Tallebudgera Tourist Park,1
South,25/03/2026,Wharf St at Tweed Mall,Wharf St at Tweed Mall,3
South,25/03/2026,Nineteenth Avenue,Golden Four Dr at Archer Street,1
South,25/03/2026,Golden Four Dr at Bilinga Beach,McLean St at Queen Elizabeth Park,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Unknown,33
South,25/03/2026,Remembrance Drive at Surfers Paradise Bvd,Gold Coast Hwy at Mermaid Beach station,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Nobby Beach station,11
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Twenty Fifth Avenue,1
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Unknown,11
South,25/03/2026,Golden Four Dr at George Street,Unknown,5
South,25/03/2026,Twenty Seventh Avenue,Golden Four Dr at Shell Street,2
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Cahill Street,3
South,25/03/2026,Golden Four Dr at North Kirra Beach,Marine Pde at Kirra Beach,7
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Eighth Avenue,7
South,25/03/2026,Nineteenth Avenue,Golden Four Dr at George Street,1
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Wharf St at Tweed Mall,2
South,25/03/2026,Tweed St at George Street,McLean St at Queen Elizabeth Park,5
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at Tugun Beach shops,6
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,McLean St at Queen Elizabeth Park,2
South,25/03/2026,"Broadbeach South station, stop A",Palm Beach,59
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Griffith St at Coolangatta East,15
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Palm Beach,1
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Coolangatta Central,2
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at North Kirra Beach,4
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Unknown,6
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Miami Hotel CLOSED,5
South,25/03/2026,Currumbin Wildlife Sanctuary,McLean St at Queen Elizabeth Park,5
South,25/03/2026,Golden Four Dr at Archer Street,Golden Four Dr at Archer Street,9
South,25/03/2026,"Broadbeach South station, stop A",Cahill Street,12
South,25/03/2026,Gold Coast Hwy at Miami station,Unknown,2
South,25/03/2026,Scarborough St at White Street,Surfers Paradise,2
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Shell Street,10
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Tallebudgera Tourist Park,6
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Twenty First Avenue,2
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Tugun Beach shops,31
South,25/03/2026,Palm Beach,Golden Four Dr at Short Street,2
South,25/03/2026,Twenty Seventh Avenue,Golden Four Dr at Archer Street,1
South,25/03/2026,Golden Four Dr at Archer Street,Musgrave St at Kirra shops,1
South,25/03/2026,Marine Pde at Kirra Beach,Marine Pde at Kirra Beach Hotel,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Musgrave St at Coyne Street,5
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Palm Beach,4
South,25/03/2026,Tweed St at George Street,Golden Four Dr at Shell Street,2
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Wharf St at Tweed Mall,2
South,25/03/2026,Currumbin Wildlife Sanctuary,Wharf St at Tweed Mall,8
South,25/03/2026,Palm Beach,Wharf St at Tweed Mall,2
South,25/03/2026,Golden Four Dr at Tugun Beach shops,McLean St at Queen Elizabeth Park,4
South,25/03/2026,Tweed St at George Street,Cahill Street,4
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Dr at George Street,2
South,25/03/2026,"GCUH, platform 4",Southport Medical Precinct,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Wharf St at Tweed Mall,3
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Archer Street,5
South,25/03/2026,Currumbin Wildlife Sanctuary,Marine Pde at Kirra Beach,3
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Archer Street,13
South,25/03/2026,Golden Four Dr at North Kirra Beach,Unknown,6
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,McLean St at Queen Elizabeth Park,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Tallebudgera Tourist Park,25
South,25/03/2026,Palm Beach,Musgrave St at Kirra shops,4
South,25/03/2026,Teemangum St at Kropp Park,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Mermaid Beach South station,3
South,25/03/2026,"Broadbeach South station, stop A",Twenty Seventh Avenue,1
South,25/03/2026,Gold Coast Hwy at Thirteenth Avenue,Palm Beach,1
South,25/03/2026,Gold Coast Hwy at Miami North station,Cahill Street,2
South,25/03/2026,Golden Four Dr at Shell Street,Griffith St at Coolangatta East,2
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Musgrave St at Coyne Street,2
South,25/03/2026,Burleigh Heads National Park,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Twenty Seventh Avenue,Gold Coast Hwy at Palm Beach Police Station,3
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Golden Four Dr at North Kirra Beach,4
South,25/03/2026,Nineteenth Avenue,Golden Four Dr at North Kirra Beach,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Eighth Avenue,14
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Musgrave St at Kirra shops,1
South,25/03/2026,Currumbin Wildlife Sanctuary,Musgrave St at Kirra shops,2
South,25/03/2026,Cahill Street,Coolangatta Central,5
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Tugun Beach shops,2
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,McLean St at Queen Elizabeth Park,6
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Coolangatta Central,1
South,25/03/2026,Currumbin Wildlife Sanctuary,Currumbin Wildlife Sanctuary,2
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Thrower Drive,2
South,25/03/2026,Gold Coast Hwy at Miami North station,Palm Beach,2
South,25/03/2026,Burleigh Heads National Park,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Cahill Street,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Thrower Drive,1
South,25/03/2026,Nineteenth Avenue,McLean St at Queen Elizabeth Park,3
South,25/03/2026,Nineteenth Avenue,Currumbin Wildlife Sanctuary,5
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Palm Beach Police Station,16
South,25/03/2026,"Broadbeach South station, stop A",Teemangum St at Kropp Park,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Palm Beach Police Station,2
South,25/03/2026,Surfers Paradise,Broadbeach North station,6
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Griffith St at Coolangatta East,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Coolangatta Central,4
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Dr at Archer Street,2
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Golden Four Dr at Archer Street,2
South,25/03/2026,Teemangum St at Kropp Park,Coolangatta Central,3
South,25/03/2026,Nineteenth Avenue,Palm Beach,8
South,25/03/2026,Nineteenth Avenue,Gold Coast Hwy at Currumbin Hill,1
South,25/03/2026,Palm Beach,Gold Coast Hwy at Fourth Avenue,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at Archer Street,1
South,25/03/2026,Golden Four Dr at George Street,Coolangatta Central,3
South,25/03/2026,Twenty Seventh Avenue,Griffith St at Coolangatta East,6
South,25/03/2026,Golden Four Dr at Short Street,Golden Four Dr at Archer Street,2
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Coolangatta Central,2
South,25/03/2026,Golden Four Dr at Bilinga Beach,Musgrave St at Kirra shops,1
South,25/03/2026,Golden Four Dr at Shell Street,Musgrave St at Kirra shops,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Nineteenth Avenue,10
South,25/03/2026,Teemangum St at Kropp Park,Wharf St at Tweed Mall,1
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Currumbin Wildlife Sanctuary,1
South,25/03/2026,Tweed St at George Street,Marine Pde at Kirra Beach,1
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Bilinga Beach SLSC,5
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at George Street,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Golden Four Drive at St Monica's Catholic Church,2
South,25/03/2026,Broadbeach South station,Wharf St at Tweed Mall,1
South,25/03/2026,Nineteenth Avenue,Golden Four Dr at Tugun Beach shops,1
South,25/03/2026,"Broadbeach South station, stop A",Burleigh Heads National Park,44
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Palm Beach Police Station,1
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Golden Four Dr at Tugun Beach shops,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Fifteenth Avenue,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Burleigh Heads,20
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Palm Beach Police Station,2
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Gold Coast Hwy at Eighth Avenue,3
South,25/03/2026,Twenty Seventh Avenue,Gold Coast Hwy at Eighth Avenue,2
South,25/03/2026,Twenty Seventh Avenue,Currumbin Wildlife Sanctuary,1
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Marine Pde at Kirra Beach,2
South,25/03/2026,Currumbin Wildlife Sanctuary,Griffith St at Coolangatta East,8
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Burleigh Heads National Park,2
South,25/03/2026,Golden Four Dr at Archer Street,Golden Four Dr at George Street,1
South,25/03/2026,Cahill Street,Wharf St at Tweed Mall,2
South,25/03/2026,"Broadbeach South station, stop A",Unknown,133
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Musgrave St at Coyne Street,3
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Burleigh Heads,8
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at North Kirra Beach,7
South,25/03/2026,Twenty Seventh Avenue,Golden Four Dr at Tugun Beach shops,2
South,25/03/2026,Golden Four Dr at Archer Street,Marine Pde at Kirra Beach,1
South,25/03/2026,Golden Four Dr at George Street,Griffith St at Coolangatta East,9
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Palm Beach Police Station,1
South,25/03/2026,Palm Beach,Golden Four Dr at North Kirra Beach,5
South,25/03/2026,Gold Coast Hwy at Thrower Drive,Golden Four Drive at St Monica's Catholic Church,3
South,25/03/2026,Twenty Seventh Avenue,Coolangatta Central,2
South,25/03/2026,Palm Beach,Musgrave St at Coyne Street,3
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,2
South,25/03/2026,Golden Four Dr at George Street,Golden Four Dr at George Street,1
South,25/03/2026,Gold Coast Hwy at Miami station,Palm Beach,3
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,McLean St at Queen Elizabeth Park,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Cahill Street,7
South,25/03/2026,Burleigh Heads National Park,Griffith St at Coolangatta East,4
South,25/03/2026,Golden Four Dr at Bilinga Beach SLSC,McLean St at Queen Elizabeth Park,1
South,25/03/2026,Golden Four Dr at Short Street,Golden Four Dr at Short Street,1
South,25/03/2026,Musgrave St at Kirra shops,McLean St at Queen Elizabeth Park,4
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Miami Hotel CLOSED,8
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Johnston Street,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at North Kirra Beach,7
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at George Street,8
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Palm Beach,2
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Cahill Street,2
South,25/03/2026,"Broadbeach South station, stop A",Tweed St at George Street,13
South,25/03/2026,Teemangum St at Kropp Park,Unknown,1
South,25/03/2026,Burleigh Heads National Park,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Thirteenth Avenue,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,1
South,25/03/2026,Coolangatta Central,Griffith St at Coolangatta East,2
South,25/03/2026,Marine Pde at Kirra Beach,Marine Pde at Kirra Beach,4
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Archer Street,2
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Wharf St at Tweed Mall,2
South,25/03/2026,Cahill Street,Griffith St at Coolangatta East,3
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,McLean St at Queen Elizabeth Park,3
South,25/03/2026,Tweed St at George Street,Tweed St at George Street,4
South,25/03/2026,Musgrave St at Coyne Street,Coolangatta Central,37
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Drive at St Monica's Catholic Church,2
South,25/03/2026,"Broadbeach South station, stop A",Griffith St at Coolangatta East,59
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Tallebudgera Tourist Park,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Christine Avenue station,2
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Bilinga Beach SLSC,1
South,25/03/2026,Palm Beach,Golden Four Dr at Tugun Beach shops,3
South,25/03/2026,Palm Beach,Unknown,33
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Twenty Fifth Avenue,1
South,25/03/2026,Cahill Street,Cahill Street,4
South,25/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Burleigh Heads,14
South,25/03/2026,"GCUH, platform 4",Unknown,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at North Kirra Beach,1
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Bilinga Beach,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Burleigh Heads,21
South,25/03/2026,Gold Coast Hwy at Thirteenth Avenue,Unknown,2
South,25/03/2026,Palm Beach,Palm Beach,6
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at George Street,2
South,25/03/2026,Surfers Paradise,Gold Coast Hwy at Nobby Beach station,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Miami North station,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Drive at St Monica's Catholic Church,4
South,25/03/2026,Nineteenth Avenue,Coolangatta Central,6
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Twenty First Avenue,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Thirteenth Avenue,1
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Cahill Street,3
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Fifteenth Avenue,1
South,25/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at North Kirra Beach,1
South,25/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at North Kirra Beach,3
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Nineteenth Avenue,2
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at Bilinga Beach,2
South,25/03/2026,Twenty Seventh Avenue,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Currumbin Wildlife Sanctuary,3
South,25/03/2026,Golden Four Dr at North Kirra Beach,Griffith St at Coolangatta East,24
South,25/03/2026,Musgrave St at Coyne Street,Unknown,11
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Griffith St at Coolangatta East,4
South,25/03/2026,Tweed St at George Street,Golden Four Dr at Tugun Beach shops,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,2
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Unknown,2
South,25/03/2026,Twenty Seventh Avenue,Unknown,1
South,25/03/2026,Golden Four Dr at Shell Street,Musgrave St at Coyne Street,3
South,25/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Miami Hotel CLOSED,12
South,25/03/2026,Marine Pde at Kirra Beach,Unknown,6
South,25/03/2026,Golden Four Dr at Shell Street,Golden Four Dr at Archer Street,7
South,25/03/2026,Golden Four Dr at Shell Street,Golden Four Dr at Shell Street,3
South,25/03/2026,Coolangatta Central,Unknown,6
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Miami station,55
South,25/03/2026,McLean St at Queen Elizabeth Park,Wharf St at Tweed Mall,2
South,25/03/2026,Gold Coast Hwy at Miami station,Musgrave St at Coyne Street,2
South,25/03/2026,Musgrave St at Coyne Street,Wharf St at Tweed Mall,3
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Twenty Fifth Avenue,2
South,25/03/2026,Gold Coast Hwy at Miami station,Marine Pde at Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Fifteenth Avenue,1
South,25/03/2026,Gold Coast Hwy at Currumbin Hill,Golden Four Dr at George Street,1
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Wharf St at Tweed Mall,3
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Miami station,1
South,25/03/2026,Golden Four Dr at Bilinga Beach SLSC,Golden Four Dr at North Kirra Beach,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Currumbin Wildlife Sanctuary,2
South,25/03/2026,"Broadbeach South station, stop A",Northcliffe sta,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Marine Pde at Kirra Beach,1
South,25/03/2026,Ferny Ave at Palm Avenue,"Broadbeach South station, stop A",1
South,25/03/2026,"Broadbeach South station, stop A",Coolangatta Central,1
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Dr at North Kirra Beach,1
South,25/03/2026,Musgrave St at Kirra shops,Coolangatta Central,15
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Drive at St Monica's Catholic Church,14
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Teemangum St at Kropp Park,5
South,25/03/2026,Surfers Paradise,Golden Four Dr at Archer Street,1
South,25/03/2026,"Southport bus station, stop A","Broadbeach South station, stop A",1
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Thrower Drive,1
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Musgrave St at Kirra shops,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Miami North station,6
South,25/03/2026,Burleigh Heads National Park,Unknown,4
South,25/03/2026,Golden Four Dr at Bilinga Beach SLSC,Golden Four Dr at Archer Street,2
South,25/03/2026,Gold Coast Hwy at Miami station,Golden Four Dr at Bilinga Beach SLSC,1
South,25/03/2026,Musgrave St at Coyne Street,Marine Pde at Kirra Beach,2
South,25/03/2026,Surfers Paradise,"Broadbeach South station, stop A",1
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Golden Four Dr at North Kirra Beach,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Miami Hotel CLOSED,12
South,25/03/2026,"Broadbeach South station, stop A","Broadbeach South station, stop A",83
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Palm Beach,9
South,25/03/2026,Gold Coast Hwy at Miami station,Twenty Seventh Avenue,1
South,25/03/2026,Gold Coast Hwy at Thirteenth Avenue,Gold Coast Hwy at Tenth Avenue,1
South,25/03/2026,Twenty Seventh Avenue,Cahill Street,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Miami station,5
South,25/03/2026,"Broadbeach South station, stop A",Golden Four Dr at North Kirra Beach,3
South,25/03/2026,Palm Beach,Currumbin Wildlife Sanctuary,7
South,25/03/2026,Palm Beach,McLean St at Queen Elizabeth Park,5
South,25/03/2026,Remembrance Dr at Markwell Avenue,"Broadbeach South station, stop A",3
South,25/03/2026,Marine Pde at Kirra Beach,Wharf St at Tweed Mall,3
South,25/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Burleigh Heads National Park,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Short Street,1
South,25/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Burleigh Heads,318
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Musgrave St at Kirra shops,3
South,25/03/2026,Golden Four Dr at Bilinga Beach SLSC,Coolangatta Central,3
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Griffith St at Coolangatta East,5
South,25/03/2026,Surfers Paradise,Unknown,3
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Currumbin Wildlife Sanctuary,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Miami station,2
South,25/03/2026,Gold Coast Hwy at Miami North station,Nineteenth Avenue,2
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Shell Street,1
South,25/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Twenty Fifth Avenue,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Golden Four Dr at Archer Street,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,Unknown,18
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Shell Street,4
South,25/03/2026,Scarborough St at White Street,Scarborough St at White Street,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Nineteenth Avenue,1
South,25/03/2026,Gold Coast Hwy at Miami station,Florida Gardens,1
South,25/03/2026,Griffith St at Coolangatta East,Griffith St at Coolangatta East,6
South,25/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Eighth Avenue,2
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Twin Towns Services Club,1
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Unknown,14
South,25/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Currumbin Wildlife Sanctuary,7
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Griffith St at Coolangatta East,4
South,25/03/2026,Gold Coast Hwy at Miami station,Golden Four Dr at Bilinga Beach,1
South,25/03/2026,Nineteenth Avenue,Nineteenth Avenue,1
South,25/03/2026,Currumbin Wildlife Sanctuary,Golden Four Drive at St Monica's Catholic Church,1
South,25/03/2026,"Broadbeach South station, stop A",Burleigh Heads station,1
South,25/03/2026,Golden Four Dr at North Kirra Beach,Wharf St at Tweed Mall,1
South,25/03/2026,Coolangatta Central,Wharf St at Tweed Heads,1
South,25/03/2026,Golden Four Dr at Bilinga Beach SLSC,Musgrave St at Kirra shops,1
South,25/03/2026,Gold Coast Hwy at Fifteenth Avenue,Golden Four Dr at Tugun Beach shops,5
South,25/03/2026,Gold Coast Hwy at Mermaid Beach station,McLean St at Queen Elizabeth Park,2
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Twenty Fifth Avenue,2
South,25/03/2026,Palm Beach,Golden Four Dr at Bilinga Beach SLSC,2
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Bilinga Beach,1
South,25/03/2026,Burleigh Heads National Park,Golden Four Dr at Archer Street,1
South,25/03/2026,Griffith St at Coolangatta East,Wharf St at Tweed Heads,1
South,25/03/2026,Gold Coast Hwy at Nobby Beach station,Burleigh Heads National Park,1
South,25/03/2026,Cahill Street,Unknown,2
South,25/03/2026,Gold Coast Hwy at Eighth Avenue,Wharf St at Tweed Mall,1
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Musgrave St at Kirra shops,4
South,25/03/2026,Nineteenth Avenue,Griffith St at Coolangatta East,3
South,25/03/2026,Gold Coast Hwy at Twenty First Avenue,Unknown,3
South,25/03/2026,Gold Coast Hwy at Palm Beach Police Station,Twin Towns Services Club,2
South,25/03/2026,Griffith St at Coolangatta East,Twin Towns Services Club,1
South,25/03/2026,Tweed St at George Street,Palm Beach,1
South,25/03/2026,Gold Coast Hwy at Burleigh Heads,Wharf St at Tweed Mall,15
South,25/03/2026,Gold Coast Hwy at Florida Gardens station,Broadbeach North station,1
South,25/03/2026,Golden Four Drive at St Monica's Catholic Church,Coolangatta Central,1
South,25/03/2026,Gold Coast Hwy at Mermaid Beach South station,Unknown,3
South,25/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Tugun Beach shops,2
